HGNC_Symbol,log2R_CNA,Z_Score
SNORD121B,2,-0.0138
HTR4,4,-0.0138
SNORD121A,2,-0.0126
HTR6,3,-0.0138
HTR7,3,-0.0068
RNU6-654P,2,-0.0138
RN7SL563P,4,-0.0125
ARL14EPP1,3,-0.0134
EXOC3-AS1,4,-0.0052
DHDH,2,-0.0126
AL356495.1,4,-0.0138
RNU6-653P,2,-0.0138
COL13A1,3,-0.0135
AC077690.1,3,-0.0138
BNC2-AS1,2,-0.0123
SNORA63B,2,-0.0138
RNU6-656P,4,-0.0138
SNORA63C,3,-0.0084
RN7SL561P,4,-0.0137
SNORA63D,2,-0.0059
SNORA63E,2,-0.0138
AC097499.2,3,-0.0138
DHFR,4,0.0037
AC007066.1,4,-0.0126
AC007066.2,4,-0.0115
DCLRE1CP1,2,-0.0135
AC097499.1,3,-0.0138
RNU6-655P,3,-0.0138
RN7SL560P,4,-0.0137
AL390037.1,4,-0.0136
RNU6-650P,4,-0.0129
MYBPC3,2,-0.0137
MYBPC1,2,-0.0137
MYBPC2,2,-0.0138
AL158032.2,4,-0.0138
AL158032.1,4,-0.0138
AC091965.1,4,-0.0138
TMEFF1,4,-0.0138
TRDD2,3,-0.0138
AC091965.2,4,-0.0138
TMEFF2,3,-0.0138
TRDD3,3,-0.0138
AC091965.3,4,-0.0138
TRDD1,3,-0.0138
AC091965.4,4,-0.0132
AC091965.5,4,0.0006
VCAN-AS1,4,-0.0122
RPS7P11,3,-0.0110
RPS7P12,5,-0.0138
AL353613.1,4,-0.0137
RPS7P10,4,-0.0120
AL080315.1,2,-0.0138
AC064836.1,3,-0.0137
AC064836.2,3,-0.0123
AC064836.3,3,-0.0126
BORCS7-ASMT,3,-0.0138
RPS7P15,3,-0.0135
RPS7P13,5,-0.0138
AL024509.1,6,-0.0138
AL024509.2,6,-0.0138
RPS7P14,5,-0.0137
RNU6-652P,3,-0.0096
MBD3,3,-0.0020
MBD4,2,0.0083
MBD5,3,-0.0112
MBD6,2,-0.0118
MBD1,3,0.0167
MBD2,3,0.0076
AC006237.1,3,-0.0138
RNU6-651P,3,-0.0138
AC006967.1,4,-0.0138
AC006967.2,4,-0.0138
AC006967.3,4,-0.0138
RNF14P1,3,-0.0133
RNF14P2,3,-0.0138
FBXO27,3,-0.0106
FBXO28,5,0.0728
FBXO25,2,-0.0046
FBXO24,4,-0.0134
AC236972.3,5,-0.0138
