HGNC_Symbol,log2R_CNA,Z_Score
SNORD121B,1,-0.0084
HTR4,1,-0.0084
SNORD121A,1,-0.0080
HTR6,2,-0.0083
HTR7,2,-0.0083
RNU6-654P,2,-0.0084
RN7SL563P,2,-0.0008
ARL14EPP1,2,-0.0082
EXOC3-AS1,3,-0.0048
DHDH,2,-0.0080
AL356495.1,1,-0.0084
RNU6-653P,2,-0.0082
COL13A1,2,-0.0060
AC077690.1,2,-0.0084
BNC2-AS1,1,-0.0084
SNORA63B,2,-0.0084
RNU6-656P,2,-0.0084
SNORA63C,2,-0.0053
RN7SL561P,2,-0.0084
SNORA63D,1,0.0167
SNORA63E,1,-0.0084
AC097499.2,2,-0.0084
DHFR,1,-0.0044
AC007066.1,1,-0.0081
AC007066.2,1,-0.0081
DCLRE1CP1,2,-0.0084
AC097499.1,2,-0.0084
RNU6-655P,2,-0.0084
RN7SL560P,1,-0.0084
AL390037.1,2,-0.0082
RNU6-650P,2,-0.0084
MYBPC3,1,-0.0084
MYBPC1,2,-0.0084
MYBPC2,2,-0.0082
AL158032.2,1,-0.0084
AL158032.1,1,-0.0084
AC091965.1,3,-0.0082
TMEFF1,1,-0.0084
AC091965.2,3,-0.0084
TMEFF2,2,-0.0084
TRDD2,1,-0.0084
TRDD3,1,-0.0084
AC091965.3,3,-0.0081
TRDD1,1,-0.0084
AC091965.4,3,-0.0080
AC091965.5,3,-0.0082
VCAN-AS1,1,-0.0084
RPS7P11,2,-0.0076
RPS7P12,1,-0.0084
AL353613.1,1,-0.0080
RPS7P10,1,-0.0080
AL080315.1,2,-0.0084
AC064836.1,2,-0.0084
AC064836.2,2,-0.0055
AC064836.3,2,-0.0083
BORCS7-ASMT,2,-0.0084
RPS7P15,2,-0.0082
AL024509.1,2,-0.0084
RPS7P13,1,-0.0084
AL024509.2,2,-0.0084
RNU6-652P,2,-0.0068
RPS7P14,1,-0.0084
MBD3,2,-0.0016
MBD4,2,0.0053
MBD5,2,-0.0075
MBD6,2,-0.0060
MBD1,2,0.0059
MBD2,2,0.0000
AC006237.1,2,-0.0084
RNU6-651P,2,-0.0084
AC006967.1,2,-0.0084
AC006967.2,2,-0.0084
AC006967.3,2,-0.0084
RNF14P1,2,-0.0081
RNF14P2,2,-0.0084
FBXO27,2,-0.0067
FBXO28,2,0.0158
FBXO25,2,-0.0048
FBXO24,2,-0.0083
AC104257.1,2,-0.0084
FBXO21,1,-0.0019
MCHR2-AS1,2,-0.0084
AC236972.3,1,-0.0084
AC236972.4,1,-0.0084
FBXO22,2,-0.0014
AC236972.1,1,-0.0084
AC236972.2,1,-0.0084
CLDN7P1,1,-0.0084
MYBPHL,2,-0.0078
IGHD2OR15-2B,3,-0.0084
IGHD2OR15-2A,3,-0.0084
RNF14P3,2,-0.0083
RNF14P4,2,-0.0084
AC011530.1,2,-0.0084
AC044839.2,1,-0.0084
AC044839.3,1,-0.0084
AC073592.10,1,-0.0084
FBXO16,2,-0.0066
AC044839.1,1,-0.0084
FBXO17,2,-0.0069
FBXO15,2,-0.0083
FBXO10,1,-0.0068
FBXO11,2,-0.0013
AC092794.1,2,-0.0084
MINPP1,2,0.0170
AC092794.2,2,-0.0084
Z97192.1,2,-0.0084
Z97192.2,2,-0.0084
Z97192.3,2,-0.0084
FBXO47,2,-0.0083
FBXO48,2,-0.0075
FBXO45,2,-0.0018
FBXO46,2,-0.0042
FBXO43,2,-0.0076
Z97192.4,NA,-0.0084
FBXO44,2,0.0112
FBXO41,2,-0.0071
FBXO42,2,-0.0037
GRAMD4P3,1,-0.0084
GRAMD4P4,1,-0.0084
FBXO40,2,-0.0084
GRAMD4P1,2,-0.0084
GRAMD4P2,2,-0.0084
GRAMD4P7,2,-0.0084
GRAMD4P8,2,-0.0084
GRAMD4P5,3,-0.0084
GRAMD4P6,3,-0.0084
MBIP,1,-0.0048
AC040963.1,2,-0.0084
Z73965.1,1,-0.0082
AC007160.1,1,-0.0084
AC138832.1,1,-0.0082
AC073636.1,2,-0.0084
HTR1E,2,-0.0084
HTR1F,2,-0.0084
FBXO38,1,-0.0041
HTR1D,2,-0.0084
FBXO39,2,-0.0083
FBXO36,2,-0.0080
HTR1A,1,-0.0084
HTR1B,2,-0.0084
FBXO34,1,-0.0018
FBXO32,2,0.0651
FBXO33,1,-0.0026
FBXO30,2,-0.0004
FBXO31,1,-0.0052
FAM90A1,2,-0.0084
AC107613.1,1,-0.0084
AGAP1-IT1,2,-0.0069
HTR2B,2,-0.0078
HTR2C,1,-0.0084
AC007066.3,1,-0.0083
HTR2A,1,-0.0084
HCFC1-AS1,1,-0.0079
AC005888.1,1,-0.0084
AL160006.1,2,-0.0057
MBL2,2,-0.0076
AP003484.1,2,-0.0084
VPS13C,2,0.0063
HTR3E,1,-0.0084
VPS13D,2,0.0058
DHPS,2,-0.0077
HTR3C,1,-0.0084
VPS13A,1,-0.0054
HTR3D,1,-0.0084
VPS13B,2,0.0007
HTR3A,2,-0.0084
HTR3B,2,-0.0083
CD24P4,1,-0.0084
CD24P1,2,-0.0084
CD24P2,2,-0.0084
AC106774.1,3,-0.0084
TOLLIP-DT,1,-0.0072
IL2RG,1,-0.0084
AL078581.1,2,-0.0059
AL078581.4,2,-0.0077
AC113391.2,1,-0.0084
AL078581.2,2,-0.0073
AC113391.1,1,-0.0084
AL078581.3,2,-0.0084
CNPY2-AS1,2,-0.0081
CYP4A27P,2,-0.0084
OR7E55P,2,-0.0084
OR7E53P,2,-0.0084
AC067968.1,2,-0.0084
GPKOW,1,0.0085
TRDJ2,1,-0.0084
TRDJ3,1,-0.0084
TRDJ1,1,-0.0084
HTR5A,2,-0.0084
AC093382.1,2,-0.0059
IL2RA,2,-0.0084
ANKRD62P1-PARP4P3,2,-0.0084
TRDJ4,1,-0.0084
IL2RB,2,-0.0084
AL035670.1,2,-0.0084
CYP4A26P,2,-0.0084
AC067968.2,2,-0.0084
RNU7-9P,2,-0.0084
AC106045.1,NA,-0.0084
AC002996.1,2,-0.0084
OR2AH1P,2,-0.0084
AC007795.1,2,-0.0084
PEX26,2,-0.0031
AC010941.1,2,-0.0084
IL36A,2,-0.0084
IL36B,2,-0.0084
OR7E43P,2,-0.0084
AC090740.1,2,-0.0084
RNU7-8P,2,-0.0084
AL451049.1,2,-0.0084
SEZ6L-AS1,2,-0.0084
DMD-AS3,1,-0.0084
ZNF542P,2,-0.0084
AC098828.1,2,-0.0084
CRISPLD1,2,-0.0033
CRISPLD2,1,-0.0082
TBC1D26-AS1,2,-0.0084
DOCK9-DT,1,-0.0081
