HGNC_Symbol,log2R_CNA,Z_Score
HTR4,-0.009163654,-1.0552
CRHBP,-0.009163654,-1.0198
HTR6,-0.039208856,-1.0552
HTR7,-0.01542869,0.5305
LURAP1L,-0.003734277,-0.8821
BBX,0.016801688,0.5266
GSTK1,0.148266906,1.9549
WDR83OS,-0.04262374,1.7228
DHDH,-0.016132498,-0.7207
INSYN1,-0.008930356,-1.0434
BCR,0.301374675,0.9476
ORAI3,0.002053627,0.1725
ORAI2,0.069648407,0.3535
AGTR1,0.016801688,-1.0473
VOPP1,0.126395571,0.2630
ORAI1,-0.006460706,0.6958
HOATZ,0.002274282,-1.0591
AGTR2,-0.059407066,-1.0591
COL13A1,-0.01542869,-1.0276
SHMT2,-0.006460706,1.9588
SHMT1,-0.005742147,0.8060
B3GLCT,0.031954033,-0.0636
RDH12,0.000840777,-0.6696
RDH11,0.000840777,1.2309
RDH10,-0.02105464,0.0229
RDH16,-0.006460706,-0.8506
RDH14,-0.035209672,0.7037
RDH13,-0.016132498,0.5699
GTF2IRD2B,0.069648407,-0.1541
GSTM4,-0.00917118,0.8256
GSTM3,-0.00917118,1.3096
GSTM1,-0.00917118,-1.0434
NEBL,-0.261364778,-1.0434
DHFR,-0.009163654,1.0302
DELEC1,-0.019573572,NA
PKIB,0.02058985,-0.7837
STRC,-0.306808266,-0.9804
PKIA,-0.02105464,-0.3509
STRN,-0.035209672,0.0662
L1TD1,-0.00917118,-1.0591
PKIG,0.124091187,0.7863
GSTM5,-0.00917118,-1.0591
KCNC1,0.002274282,-0.9883
KCNC2,-0.006460706,-1.0552
KCNC3,-0.016132498,-0.2800
KCNC4,-0.00917118,-0.4964
BBC3,-0.016132498,-0.2761
NPAP1,-0.306808266,-1.0591
GLT1D1,-0.006460706,-1.0552
NEFL,-0.02105464,0.5895
NEFM,-0.02105464,-1.0001
NEFH,-0.304895823,1.4985
STUM,-0.01578511,-1.0040
MYBPC3,0.002274282,-1.0552
MYBPC1,-0.006460706,-0.9883
KCND1,0.009158537,-0.8427
MYBPC2,-0.016132498,-1.0552
KCND2,0.148266906,-1.0473
GSTO2,-0.01542869,-0.8584
KCND3,-0.00917118,-1.0552
GSTO1,-0.01542869,2.5530
BGN,-0.059407066,-0.9765
TMEFF1,-0.019573572,-0.9765
TMEFF2,0.057463917,-0.9293
PKN3,-0.019573572,-0.6617
GSTP1,0.002274282,2.5176
SYNPO2,-0.000462382,0.4282
KCNA1,-0.006460706,-1.0591
PTAFR,-0.00917118,-0.9962
KCNA2,-0.00917118,-1.0276
KCNA3,-0.00917118,-0.9765
ADAM22,0.069648407,-0.4374
KCNA4,0.002274282,-0.9175
ADAM21,0.000840777,-0.9411
KCNA5,-0.006460706,-1.0591
ADAM20,0.000840777,-1.0552
KCNA7,-0.016132498,-1.0040
SDAD1,-0.000462382,0.9043
ADAM29,-0.000462382,-1.0473
ADAM28,-0.02105464,-1.0552
ADAM23,0.057463917,1.4513
STX6,0.214808984,0.7233
STX5,0.002274282,0.4833
STX4,0.002053627,0.7627
STX3,0.002274282,1.3804
BID,0.301374675,1.2939
STX2,-0.006460706,0.7037
SPDEF,0.02058985,-1.0119
MBD3,-0.04262374,1.1207
MBD4,0.016801688,0.6918
MBD5,-0.035209672,0.1410
MBD6,-0.006460706,0.5817
PKLR,0.214808984,-0.9096
KCNB1,0.124091187,-1.0316
BIK,-0.022616986,-0.9332
MBD1,-0.007936656,1.0538
KCNB2,-0.02105464,-1.0591
MBD2,-0.007936656,0.9004
ADAM33,0.124091187,-0.9962
ADAM32,-0.02105464,-0.9332
ADAM30,-0.00917118,-1.0591
KIAA2013,-0.039208856,1.0499
MITD1,-0.035209672,0.7076
PKN2,-0.00917118,0.3180
PKN1,-0.04262374,1.0735
KCNG1,0.124091187,0.6997
KCNG2,-0.007936656,-0.9647
KCNG3,-0.035209672,-0.7168
KCNG4,0.002053627,-1.0552
RASL11B,-0.000462382,-0.6538
FBXO27,-0.016132498,-1.0198
RASL11A,0.031954033,-0.5122
FBXO28,-0.01578511,0.4676
FBXO25,-0.02105464,-0.0833
GOLIM4,0.016801688,1.1011
FBXO24,0.069648407,-0.7404
FBXO21,-0.006460706,0.5030
FBXO22,-0.008930356,1.0617
FADS3,0.002274282,0.7115
FADS2,0.002274282,0.7823
PTAR1,-0.019573572,0.6446
POFUT2,-0.018366743,0.5777
MYBPHL,-0.00917118,-1.0119
FNTA,-0.02105464,1.1247
FADS6,0.174346941,-1.0591
POFUT1,0.124091187,1.3096
FNTB,0.000840777,1.4434
NEK1,-0.000462382,0.2394
