HGNC_Symbol,log2R_CNA,Z_Score
SNORD121B,2,-0.0124
HTR4,4,-0.0124
SNORD121A,2,-0.0094
HTR6,4,-0.0124
HTR7,4,-0.0124
RNU6-654P,2,-0.0124
RN7SL563P,10,-0.0117
ARL14EPP1,4,-0.0115
EXOC3-AS1,4,-0.0101
DHDH,4,-0.0123
AL356495.1,4,-0.0124
RNU6-653P,2,-0.0124
COL13A1,4,-0.0114
AC077690.1,4,-0.0122
BNC2-AS1,2,-0.0100
SNORA63B,4,-0.0124
RNU6-656P,4,-0.0124
SNORA63C,4,-0.0093
RN7SL561P,4,-0.0124
SNORA63D,4,-0.0012
SNORA63E,4,-0.0124
AC097499.2,4,-0.0124
DHFR,4,0.0202
AC007066.1,4,-0.0112
DCLRE1CP1,4,-0.0124
AC007066.2,4,-0.0118
AC097499.1,4,-0.0124
RNU6-655P,4,-0.0124
RN7SL560P,4,-0.0124
AL390037.1,4,-0.0124
RNU6-650P,4,-0.0124
MYBPC3,4,-0.0124
MYBPC1,4,-0.0124
MYBPC2,4,-0.0124
AL158032.2,4,-0.0124
AL158032.1,4,-0.0124
AC091965.1,4,-0.0116
TMEFF1,4,-0.0124
AC091965.2,4,-0.0120
TRDD2,4,-0.0124
TMEFF2,4,-0.0124
TRDD3,4,-0.0124
AC091965.3,4,-0.0120
TRDD1,4,-0.0124
AC091965.4,4,-0.0120
AC091965.5,4,-0.0103
VCAN-AS1,4,-0.0124
RPS7P11,4,-0.0097
RPS7P12,2,-0.0124
AL353613.1,4,-0.0106
RPS7P10,4,-0.0096
AL080315.1,5,-0.0124
AC064836.1,4,-0.0122
AC064836.2,4,-0.0107
AC064836.3,4,-0.0120
BORCS7-ASMT,4,-0.0124
RPS7P15,4,-0.0120
AL024509.1,6,-0.0124
RPS7P13,2,-0.0124
AL024509.2,6,-0.0124
RNU6-652P,4,-0.0084
RPS7P14,2,-0.0121
MBD3,4,0.0007
MBD4,4,0.0074
MBD5,4,-0.0104
MBD6,4,-0.0110
MBD1,4,0.0123
MBD2,4,0.0124
AC006237.1,4,-0.0124
RNU6-651P,4,-0.0124
AC006967.1,4,-0.0124
AC006967.2,4,-0.0124
AC006967.3,4,-0.0124
RNF14P1,4,-0.0121
RNF14P2,4,-0.0124
FBXO27,4,-0.0124
FBXO28,4,0.0168
FBXO25,4,-0.0017
FBXO24,4,-0.0124
AC236972.3,2,-0.0124
MCHR2-AS1,2,-0.0124
AC104257.1,10,-0.0124
FBXO21,4,0.0149
FBXO22,4,-0.0021
AC236972.4,2,-0.0124
AC236972.1,2,-0.0124
AC236972.2,2,-0.0124
CLDN7P1,2,-0.0124
MYBPHL,4,-0.0121
IGHD2OR15-2B,4,-0.0124
IGHD2OR15-2A,4,-0.0124
RNF14P3,4,-0.0123
RNF14P4,4,-0.0124
AC011530.1,4,-0.0124
AC044839.2,4,-0.0124
AC044839.3,4,-0.0122
AC073592.10,4,-0.0124
FBXO16,4,-0.0111
FBXO17,4,-0.0096
AC044839.1,4,-0.0124
FBXO15,4,-0.0123
FBXO10,2,-0.0116
FBXO11,4,0.0014
AC092794.1,4,-0.0112
MINPP1,4,0.0090
AC092794.2,4,-0.0121
Z97192.1,6,-0.0124
Z97192.2,6,-0.0124
Z97192.3,6,-0.0124
FBXO47,4,-0.0123
FBXO48,4,-0.0118
FBXO45,4,0.0037
FBXO46,4,-0.0041
FBXO43,10,-0.0086
Z97192.4,NA,-0.0124
FBXO44,4,0.0064
FBXO41,4,-0.0088
FBXO42,4,-0.0025
GRAMD4P3,4,-0.0124
GRAMD4P4,4,-0.0124
FBXO40,4,-0.0124
GRAMD4P1,4,-0.0124
GRAMD4P2,4,-0.0124
GRAMD4P7,4,-0.0123
GRAMD4P8,4,-0.0124
GRAMD4P5,4,-0.0124
GRAMD4P6,4,-0.0124
MBIP,4,0.0014
AC040963.1,4,-0.0124
Z73965.1,2,-0.0120
AC007160.1,4,-0.0123
HTR1E,4,-0.0124
AC138832.1,4,-0.0114
AC073636.1,4,-0.0124
HTR1F,4,-0.0124
FBXO38,4,0.0107
HTR1D,4,-0.0124
FBXO39,2,-0.0124
FBXO36,4,-0.0109
HTR1A,4,-0.0124
HTR1B,4,-0.0124
FBXO34,4,0.0142
FBXO32,10,0.1816
