HGNC_Symbol,log2R_CNA,Z_Score
HTR4,0.000162556,-1.0350
CRHBP,0.000162556,-0.9238
HTR6,0.140925988,-1.0235
HTR7,-0.011328662,-0.4557
LURAP1L,-0.294357666,-0.5823
BBX,0.002606619,0.6761
WDR83OS,-0.013248932,1.8310
GSTK1,-0.005563937,1.4972
DHDH,-0.013248932,-0.9468
INSYN1,0.000593631,-0.9430
BCR,-0.016171331,0.2349
ORAI3,-0.013412391,0.3500
ORAI2,-0.005563937,0.0584
AGTR1,-0.060211719,-1.0312
VOPP1,-0.005563937,0.8718
ORAI1,0.034762041,0.6339
AGTR2,-0.01879541,-1.0350
HOATZ,-0.294335691,-1.0350
COL13A1,-0.011328662,-1.0350
SHMT2,0.034762041,1.8156
SHMT1,-0.010829554,0.9063
B3GLCT,-0.00409762,0.3538
RDH12,0.000420238,-1.0043
RDH11,0.000420238,1.2938
RDH10,0.025838609,0.2464
RDH16,0.034762041,-0.8969
RDH14,0.001395274,0.6646
RDH13,-0.013248932,0.7529
GTF2IRD2B,-0.005563937,0.3769
GSTM4,0.007915283,0.8603
GSTM3,0.007915283,0.2656
GSTM1,0.007915283,-0.9276
NEBL,-0.011328662,-1.0312
DHFR,0.000162556,1.1250
DELEC1,-0.012965362,NA
PKIB,0.020576303,-0.5439
STRC,0.000593631,-0.8931
PKIA,0.025838609,-0.7857
STRN,0.001395274,0.3347
L1TD1,0.007915283,-1.0350
PKIG,-0.005638593,0.2387
GSTM5,0.007915283,-1.0350
GTF2H2C,0.000162556,0.5073
KCNC1,-0.008447805,-0.8662
KCNC2,0.034762041,-1.0350
KCNC3,-0.013248932,-1.0043
KCNC4,0.007915283,-0.4519
BBC3,-0.013248932,0.1582
NPAP1,0.000593631,-1.0350
GLT1D1,0.034762041,-1.0312
NEFL,0.025838609,-0.5516
NEFM,0.025838609,-0.8892
NEFH,-0.016171331,-1.0120
STUM,0.007915283,-1.0235
MYBPC3,-0.008447805,-1.0350
MYBPC1,0.034762041,-0.9890
KCND1,-0.01879541,-0.8969
MYBPC2,-0.013248932,-1.0235
GSTO2,-0.011328662,-0.5823
KCND2,-0.005563937,-1.0350
GSTO1,-0.011328662,2.7518
KCND3,0.007915283,-1.0197
BGN,-0.01879541,-0.9583
TMEFF1,0.480702157,-0.9276
TMEFF2,0.001395274,-1.0312
PKN3,-0.012965362,0.7605
SYNPO2,0.006939042,-1.0120
GSTP1,-0.008447805,3.0395
KCNA1,-0.256248774,-1.0350
