HGNC_Symbol,log2R_CNA,Z_Score
HTR4,-0.084809482,-1.0847
CRHBP,-0.079482455,-0.9519
HTR6,0.038921673,-1.0847
HTR7,-0.09698163,0.0167
LURAP1L,-0.0816583,-0.1669
BBX,0.084405198,0.5244
GSTK1,0.415580338,1.9187
WDR83OS,0.046529604,2.1218
DHDH,0.062366491,-0.9597
INSYN1,-0.070731513,-1.0847
BCR,0.047255388,0.5166
ORAI3,-0.120588402,-0.0458
AGTR1,0.084405198,-0.7878
ORAI2,0.19730108,0.5127
ORAI1,0.079122122,0.9736
VOPP1,0.19730108,0.9306
AGTR2,0.110167948,-1.0847
HOATZ,-0.103987501,-1.0847
COL13A1,-0.091384579,0.3877
SHMT2,0.079122122,2.0046
SHMT1,-0.081847949,1.0556
B3GLCT,0.085315814,0.2588
RDH12,-0.103801464,-1.0065
RDH11,-0.103801464,1.1141
RDH10,-0.084256791,0.4151
RDH16,0.079122122,-1.0261
RDH14,0.067172134,0.4424
RDH13,0.083592116,0.4776
GTF2IRD2B,0.19730108,0.4776
GSTM4,0.077023642,0.9970
GSTM3,0.077023642,1.3953
GSTM1,0.077023642,-1.0144
NEBL,-0.091384579,-0.5340
DHFR,-0.079482455,0.9111
DELEC1,-0.101276425,NA
PKIB,-0.036182902,-0.7878
STRC,-0.070731513,-1.0261
PKIA,-0.084256791,-0.9089
STRN,0.067172134,0.2393
L1TD1,0.077023642,-1.0808
PKIG,0.193105023,0.9033
GSTM5,0.077023642,-1.0847
GTF2H2C,-0.084955481,0.5244
KCNC1,-0.103987501,-1.0261
KCNC2,0.079122122,-1.0847
KCNC3,0.062366491,-0.2645
KCNC4,0.077023642,0.0792
BBC3,0.062366491,0.0831
NPAP1,-0.070731513,-1.0847
GLT1D1,0.079122122,-1.0847
NEFL,-0.084256791,1.0204
NEFM,-0.084256791,-0.4012
NEFH,0.047255388,-0.7371
STUM,0.078853603,-1.0612
MYBPC3,-0.103987501,-1.0847
MYBPC1,0.079122122,-0.7996
MYBPC2,0.062366491,-1.0808
KCND1,0.110167948,-0.8542
GSTO2,-0.09698163,-0.9089
KCND2,0.298814114,-1.0534
GSTO1,-0.09698163,1.9460
KCND3,0.077023642,-1.0105
BGN,0.110167948,-1.0261
TMEFF1,-0.101276425,-0.9831
TMEFF2,0.067172134,-1.0808
PKN3,-0.101276425,-0.9675
GSTP1,-0.103987501,2.5397
KCNA1,0.079122122,-1.0847
SYNPO2,-0.07325866,-0.5340
