HGNC_Symbol,log2R_CNA,Z_Score
HTR4,0.053027337,-1.0928
CRHBP,0.012661623,-1.0928
HTR6,-0.100072305,-0.8373
HTR7,-0.083097825,-0.2466
LURAP1L,-0.107593539,-1.0210
BBX,0.049092273,0.4239
GSTK1,0.251890762,1.9127
WDR83OS,-0.116006725,1.7252
DHDH,0.046064513,-1.0688
INSYN1,0.036372852,-0.5819
BCR,0.049240379,0.6355
ORAI3,0.067067376,0.6315
AGTR1,0.07770126,-1.0569
ORAI2,0.262656799,0.7991
ORAI1,0.075764734,1.0466
VOPP1,0.153468704,1.5016
AGTR2,-0.145206334,-1.1167
HOATZ,-0.123467152,-1.1167
COL13A1,-0.155891621,0.6594
SHMT2,-0.111833245,1.5775
SHMT1,0.049468259,1.2342
B3GLCT,-0.09773571,0.2483
RDH12,-0.137418086,-1.1008
RDH11,-0.137418086,1.0227
RDH10,0.015327845,-0.2027
RDH16,-0.111833245,-1.0928
RDH14,0.074188541,0.6554
RDH13,0.046064513,0.2363
GTF2IRD2B,0.153468704,0.7752
GSTM4,-0.100034074,0.7912
GSTM3,-0.100034074,1.4418
GSTM1,-0.100034074,1.2621
NEBL,-0.101535611,-0.7655
DHFR,0.012661623,1.2621
PKIB,-0.077405047,-1.1048
DELEC1,-0.106152207,NA
STRC,-0.138270302,-1.0010
PKIA,0.009909305,-1.0249
L1TD1,-0.124251034,-1.1167
STRN,0.080851539,0.3162
PKIG,0.140776979,1.2063
GSTM5,-0.100034074,-1.0609
GTF2H2C,0.074771938,0.4798
KCNC1,-0.109299476,-0.5899
KCNC2,-0.084701111,-1.1167
KCNC3,0.046064513,-0.3424
KCNC4,-0.100034074,-0.3584
BBC3,0.046064513,0.0687
NPAP1,-0.045045828,-1.1167
GLT1D1,-0.088226473,-1.1167
NEFL,-0.114429629,0.4559
NEFM,-0.114429629,-0.4861
NEFH,0.066570074,-1.0928
STUM,0.063877963,-1.1128
MYBPC3,-0.105733776,-1.1128
MYBPC1,-0.128721931,-1.1128
MYBPC2,0.046064513,-1.0848
KCND1,-0.16917675,-0.6458
KCND2,0.272731972,-1.1167
GSTO2,-0.093133864,-0.8653
KCND3,-0.100034074,-1.0130
GSTO1,-0.093133864,1.6533
BGN,0.301343368,0.0647
TMEFF1,-0.105409265,-1.0409
TMEFF2,0.055120097,-1.0728
PKN3,-0.106152207,0.0807
KCNA1,-0.0760468,-1.0848
GSTP1,-0.116704513,2.4556
SYNPO2,-0.122726618,-1.0609
PTAFR,-0.100072305,-1.0728
KCNA2,-0.100034074,0.0966
KCNA3,-0.100034074,-1.0728
ADAM22,0.207934362,-0.0670
KCNA4,-0.10545442,-0.9052
ADAM21,-0.137418086,-1.0928
KCNA5,-0.0760468,-1.1167
ADAM20,-0.137418086,-1.0848
SDAD1,-0.10431171,0.7752
KCNA7,0.046064513,-1.0848
ADAM29,-0.099466632,-1.1167
ADAM28,-0.114429629,-1.0369
ADAM23,0.077209678,0.7273
STX6,0.09426092,0.5157
STX5,-0.087532599,0.5996
STX4,0.067067376,0.9189
STX3,-0.087532599,0.7512
STX2,-0.088226473,0.4399
BID,0.049240379,0.3282
SPDEF,-0.049163015,-1.0928
MBD3,-0.092690447,1.0346
MBD4,0.071885361,0.8550
MBD5,-0.085055022,-0.1588
MBD6,-0.111833245,0.8590
PKLR,0.191365972,-1.0928
BIK,0.063051034,-0.8174
KCNB1,0.206097778,-1.0369
MBD1,0.045454024,1.0905
KCNB2,0.015327845,-1.1167
MBD2,0.045454024,1.0306
ADAM33,0.069905788,-1.1048
ADAM32,-1.104350213,-0.8373
KIAA2013,-0.100072305,0.9708
ADAM30,-0.100034074,-1.1167
MAP2K4P1,-0.148208205,NA
MITD1,0.107688062,0.6794
PKN2,-0.118840622,0.3561
PKN1,0.055859728,1.5016
KCNG1,0.206097778,1.0546
KCNG2,0.069231179,-1.0848
KCNG3,0.080851539,-1.0010
KCNG4,0.027532504,-1.1128
RASL11B,-0.114231551,-0.5540
FBXO27,0.07234985,-0.3743
RASL11A,-0.09773571,-0.8573
FBXO28,0.063877963,0.3441
GOLIM4,0.013431055,1.2182
FBXO25,-0.159911649,-0.0750
FBXO24,0.262656799,-0.6777
FBXO21,0.052407516,0.5756
FBXO22,0.036372852,0.9029
FADS3,-0.087532599,0.4679
FADS2,-0.087532599,0.4838
POFUT2,0.079028803,1.2582
PTAR1,-0.113472053,0.2962
FNTA,-0.047957992,1.1983
MYBPHL,-0.100034074,-1.0130
FADS6,0.091397523,-1.1128
POFUT1,0.07938763,1.4657
FNTB,-0.137418086,0.3162
NEK1,-1.156694394,-0.2865
TNFRSF8,-0.100072305,-1.0848
NEK2,0.063877963,0.9987
NEK3,-0.721757344,0.1126
TNFRSF4,-0.100072305,-1.1048
POTEA,-0.047957992,NA
FADS1,-0.087532599,0.7632
KCNH1,0.063877963,-0.8094
KCNH2,0.251890762,-0.6378
PIAS4,-0.092690447,0.1406
KCNH3,-0.094256405,-0.5699
PIAS3,0.140107789,1.2142
KCNH4,-0.095484306,-1.0569
DGAT2,-0.152080053,0.5197
KCNH5,-0.137418086,-0.5579
KCNH6,0.037090508,-1.0928
DGAT1,0.067604112,0.7433
KCNH7,-0.111085487,-1.1167
FBXO16,-0.095747708,-0.4103
KCNH8,-0.132233747,-0.9731
STX8,0.055251346,0.9069
STX7,-0.149926183,0.2403
FBXO17,0.07234985,0.9269
FBXO15,0.069231179,-0.6497
FBXO10,-0.113472053,-0.3025
FBXO11,0.095302484,0.8590
PIAS2,0.045454024,0.5756
PIAS1,0.036372852,0.4798
LENG1,0.046064513,0.3641
NPAS4,-0.087532599,-1.0409
MINPP1,-0.114155692,0.5397
DMTF1,0.207934362,1.5615
PKP2,-0.122004447,-0.8174
PKP1,0.057983796,-1.1048
PKP4,-0.0808401,0.8630
PKP3,-0.061660877,-0.4661
BLK,-0.142563592,-1.0688
BLM,0.049837322,0.0607
KCNE2,0.079028803,-0.9691
KCNE3,-0.152080053,-1.1167
KCNE4,0.077209678,-1.0529
KCNE5,-0.183963946,-0.9092
ZC4H2,-0.132074502,-0.4661
IREB2,0.034514293,0.4798
FBXO47,-0.100981716,-1.1167
FBXO48,0.073206281,-0.8693
FBXO45,0.06123221,0.0488
FBXO46,0.046064513,0.1086
FBXO43,0.01379199,-0.6418
NPAS1,0.046064513,-0.1269
FBXO44,-0.100072305,0.5237
FBXO41,0.076116337,-0.2506
NPAS2,0.107688062,1.9726
CCDC144A,-0.849374579,-0.1748
NPAS3,-0.095516216,-0.5619
FBXO42,-0.100072305,0.0607
CCDC144B,0.049468259,NA
FBXO40,0.049092273,-1.1128
MBIP,-0.095516216,0.3840
BMF,-0.141947383,-0.3703
NEK8,-0.155127078,-0.2107
NEK9,-0.139736318,-0.6817
KCNF1,0.074188541,-0.9970
SDF2L1,0.049240379,1.7371
