HGNC_Symbol,log2R_CNA,Z_Score
HTR4,-0.046898065,-1.0815
CRHBP,-0.080748286,-0.4416
HTR6,-0.028857036,-1.0776
HTR7,-0.012318749,0.0326
LURAP1L,-0.351150286,-0.1795
BBX,-0.044679173,0.3602
GSTK1,-0.056177917,1.4087
WDR83OS,-0.051318992,2.0409
DHDH,-0.032946228,-0.9157
INSYN1,-0.029944357,-0.9735
BCR,-0.045076232,0.3872
ORAI3,-0.02471667,0.4450
ORAI2,-0.018127424,0.2407
AGTR1,-0.011491519,-1.0776
VOPP1,0.752981937,1.9869
ORAI1,-0.007039586,0.5761
AGTR2,0.169798979,-1.0815
HOATZ,-0.055609271,-1.0545
COL13A1,-0.073357699,0.6455
SHMT2,-0.012279917,1.9137
SHMT1,-0.287444813,0.5915
B3GLCT,-0.065782279,0.4065
RDH12,-0.055033702,-1.0005
RDH11,-0.055033702,1.0618
RDH10,-0.083026481,0.3525
RDH16,-0.012279917,-0.9311
RDH14,0.003693036,0.7110
RDH13,-0.097654733,0.2600
GTF2IRD2B,-0.019874602,0.7264
GSTM4,-0.286281934,0.6802
GSTM3,-0.286281934,1.3663
GSTM1,-0.286281934,-1.0352
NEBL,-0.331218789,-1.0352
DHFR,-0.080748286,1.2892
PKIB,-0.298629582,-0.7615
DELEC1,-0.027830825,NA
STRC,-0.040883787,-1.0005
PKIA,-0.102386322,-0.9119
L1TD1,-0.064234684,-1.0815
STRN,-0.015178835,0.0750
PKIG,-0.019582603,0.0942
GSTM5,-0.286281934,-1.0583
GTF2H2C,-0.013783561,0.4527
KCNC1,-0.03157323,-1.0121
KCNC2,-0.021284025,-1.0815
KCNC3,-0.068262164,-0.5534
KCNC4,-0.036936681,0.0056
BBC3,-0.032946228,0.3911
NPAP1,-0.042698697,-1.0815
GLT1D1,-0.008812352,-1.0699
NEFL,-0.02943983,0.9539
NEFM,-0.02943983,-1.0506
NEFH,-0.025438239,-1.0506
STUM,0.111925963,-1.0044
MYBPC3,-0.036142865,-1.0815
MYBPC1,-0.05054685,-1.0776
KCND1,0.17149709,-0.8926
MYBPC2,-0.068262164,-1.0776
GSTO2,-0.014577679,-0.9928
KCND2,-0.051425556,-1.0815
KCND3,-0.036936681,-0.9311
GSTO1,-0.014577679,1.8983
BGN,0.169798979,-0.5495
TMEFF1,-0.040686311,-1.0506
TMEFF2,-0.033131963,-1.0005
PKN3,-0.027830825,0.4219
KCNA1,-0.007704863,-1.0815
GSTP1,-0.015601181,2.7386
SYNPO2,-0.062426697,-1.0506
PTAFR,-0.028857036,-1.0236
KCNA2,-0.036936681,-1.0429
KCNA3,-0.036936681,-1.0776
ADAM22,-0.057422977,-0.4531
KCNA4,-0.033817108,-1.0776
ADAM21,-0.055033702,-1.0352
KCNA5,-0.007704863,-1.0776
