HGNC_Symbol,log2R_CNA,Z_Score
HTR4,-0.258704576,-1.1074
CRHBP,-0.302458082,-0.9886
HTR6,-0.094166096,-1.1034
HTR7,-0.086106921,-0.5174
LURAP1L,-0.132554645,-0.4343
BBX,0.055627333,0.5555
WDR83OS,-0.056331141,1.7909
GSTK1,0.294121056,1.9651
DHDH,-0.022970696,-0.7035
INSYN1,0.053478882,-1.1074
BCR,0.044869725,0.7693
ORAI3,0.107244043,0.5872
ORAI2,0.288188658,0.5239
AGTR1,0.081002355,-1.1074
VOPP1,-0.062063053,-0.8857
ORAI1,0.007982713,0.9396
AGTR2,-0.019533836,-1.0678
HOATZ,-0.289629087,-1.1034
COL13A1,-0.126402495,-0.6402
SHMT2,0.005852926,1.7196
SHMT1,0.071574096,0.6664
B3GLCT,-0.142716816,0.1042
RDH12,-0.007838219,-0.7114
RDH11,-0.007838219,1.4781
RDH10,-0.115266493,-0.0027
RDH16,0.005852926,-1.0757
RDH14,0.061411624,0.5357
RDH13,-0.022970696,0.3180
GTF2IRD2B,0.281207773,0.6347
GSTM4,-0.104037773,1.2603
GSTM3,-0.104037773,0.9713
GSTM1,-0.104037773,1.0901
NEBL,-0.126402495,-1.0955
DHFR,-0.302207324,0.5991
DELEC1,-0.10690418,NA
PKIB,-0.067826875,-0.9451
STRC,0.05089484,-1.0480
PKIA,-0.115266493,-0.9926
STRN,0.027922037,0.3140
L1TD1,-0.122356351,-1.1074
PKIG,0.136285611,0.7298
GSTM5,-0.104037773,-1.1074
GTF2H2C,-0.353808983,0.2348
KCNC1,-0.271026637,-1.0797
KCNC2,0.016654485,-1.1034
KCNC3,-0.022970696,-0.3789
KCNC4,-0.104037773,-0.2918
BBC3,-0.022970696,0.3140
NPAP1,0.073302008,-1.1074
GLT1D1,0.024397277,-1.0678
NEFL,-0.071781205,-0.9332
NEFM,-0.071781205,-1.0915
NEFH,0.031147273,-1.0955
STUM,0.085126466,-1.0480
MYBPC3,-0.262878056,-1.1074
MYBPC1,-0.02239904,-1.0163
MYBPC2,-0.022970696,-1.0638
KCND1,-0.023151615,-0.8302
KCND2,0.295501279,-1.1074
GSTO2,-0.092839758,-0.4026
KCND3,-0.104037773,-1.0124
GSTO1,-0.092839758,2.5194
BGN,-0.019533836,0.1121
TMEFF1,-0.123546624,-0.8223
TMEFF2,0.038300046,-1.1034
PKN3,-0.10690418,0.3378
SYNPO2,-0.056053591,-0.2838
GSTP1,-0.252923596,2.6500
KCNA1,0.007553746,-1.1074
KCNA2,-0.104037773,-0.9451
PTAFR,-0.094166096,-0.9530
ADAM22,0.254845974,-1.0480
KCNA3,-0.104037773,-1.0955
ADAM21,-0.007838219,-0.9767
KCNA4,-0.276350955,-1.1074
ADAM20,-0.007838219,-1.0915
KCNA5,0.007553746,-1.1074
KCNA7,-0.022970696,-1.0915
SDAD1,-0.036126911,0.7298
ADAM29,-0.067216085,-1.1074
ADAM28,-0.071781205,-1.0836
ADAM23,0.046954358,0.2111
STX6,0.121175109,0.4566
STX5,-0.228648838,0.4645
STX4,0.107244043,1.0425
STX3,-0.228648838,1.0901
BID,-0.080172416,0.8485
STX2,0.024397277,0.6624
SPDEF,0.117702126,-1.0322
MBD3,-0.038555621,1.0148
MBD4,0.070010245,0.7852
MBD5,0.064960684,-0.0067
MBD6,0.005852926,0.6308
PKLR,0.103950775,-0.5491
BIK,0.042331741,-0.5412
KCNB1,0.136285611,-1.0836
MBD1,-0.10202629,0.7891
KCNB2,-0.115266493,-1.1074
MBD2,-0.10202629,0.6149
ADAM33,0.13326026,-1.0836
ADAM32,-0.726867329,-1.0361
KIAA2013,-0.094166096,0.9238
ADAM30,-0.104037773,-1.1074
MAP2K4P1,-0.893298986,NA
MITD1,0.050828313,0.6862
PKN2,-0.125327216,0.3180
PKN1,-0.056331141,1.2049
KCNG1,0.136285611,0.1477
KCNG2,-0.092070927,-1.0124
KCNG3,0.027922037,-0.6719
KCNG4,-0.105498671,-1.0915
RASL11B,-0.10233003,-0.9253
FBXO27,-0.022970696,-0.2047
FBXO28,0.085126466,0.5397
RASL11A,-0.112914244,-0.8223
FBXO25,-0.104172333,0.4486
GOLIM4,0.013954848,1.2326
FBXO24,0.288188658,-0.7827
FBXO21,-0.018938098,0.4803
FBXO22,0.053478882,1.0069
FADS3,-0.228648838,1.1296
FADS2,-0.228648838,1.4543
PTAR1,-0.098866378,0.3457
POFUT2,0.026733571,0.6743
FNTA,-0.078376471,1.3474
MYBPHL,-0.104037773,-1.0757
FADS6,0.062883059,-1.1074
POFUT1,0.125155027,1.1296
FNTB,-0.007838219,1.4741
NEK1,-0.800478061,0.1081
TNFRSF8,-0.094166096,-1.0124
NEK2,0.085126466,0.8683
NEK3,-0.127323045,-0.1334
TNFRSF4,-0.094166096,-0.4739
POTEA,-0.078376471,NA
FADS1,-0.228648838,0.6426
KCNH1,0.085126466,0.2863
PIAS4,-0.038555621,0.1952
KCNH2,0.294121056,-0.6204
PIAS3,0.052197397,0.5476
KCNH3,-0.01634924,-0.8817
KCNH4,0.074260488,-1.0638
DGAT2,-0.348169186,-0.5531
KCNH5,-0.007838219,-1.1074
KCNH6,-0.011776594,-1.1074
DGAT1,-0.049324367,0.5159
KCNH7,0.043749592,-1.1074
KCNH8,0.031805926,-0.3195
STX8,0.057969647,1.0346
FBXO16,-0.043743873,-0.0819
FBXO17,-0.022970696,0.4209
STX7,-0.122250991,1.2999
FBXO15,-0.092070927,-0.9015
FBXO10,-0.098866378,-0.3630
FBXO11,0.058984118,0.8208
PIAS2,-0.10202629,0.0685
PIAS1,0.053478882,0.3734
NPAS4,-0.228648838,-1.0955
LENG1,-0.022970696,0.2388
MINPP1,-0.126402495,0.6585
DMTF1,0.254845974,1.2484
PKP2,-0.024302754,-1.0757
PKP1,0.082917508,-0.6837
PKP4,0.065292503,0.6506
PKP3,-0.226421517,-0.5174
BLK,-0.083556896,-0.9807
BLM,0.0341657,0.2823
KCNE2,0.026733571,-1.0757
KCNE3,-0.348169186,-1.0044
KCNE4,0.046954358,-0.7986
ZC4H2,-0.001693294,-1.0599
KCNE5,-0.069018953,-1.0322
IREB2,0.045432952,0.7020
FBXO47,0.045969689,-1.0915
FBXO48,0.031382979,-0.6837
FBXO45,0.065861751,0.0844
FBXO46,-0.022970696,-0.1967
FBXO43,-0.108975267,-0.5927
NPAS1,-0.022970696,1.1574
FBXO44,-0.094166096,0.5951
FBXO41,0.045665046,0.0448
NPAS2,0.050828313,1.0980
CCDC144A,-0.384510412,-0.3828
FBXO42,-0.094166096,-0.1057
NPAS3,0.021307204,-0.8936
CCDC144B,-1.585485309,NA
FBXO40,0.055627333,-1.0955
MBIP,0.021307204,0.5239
BMF,0.056021983,-0.6758
NEK8,0.023396352,-0.2759
KCNF1,0.061411624,-1.1074
NEK9,-0.012814847,1.1494
SDF2L1,0.044869725,1.5771
NEK4,0.075244856,0.5080
RASL10A,0.031147273,-0.7233
HTR1E,-0.116451648,-1.1074
HTR1F,0.055705601,-1.0797
NEK5,-0.127323045,-0.9569
RASL10B,0.045969689,-0.2403
NEK6,-0.10690418,0.2744
TNFRSF9,-0.094166096,-1.1074
FBXO38,-0.258704576,0.1359
FBXO39,0.057969647,-1.1034
NEK7,0.082917508,0.4486
STYX,0.0031563,0.0487
HTR1A,-0.320648422,-1.1074
FBXO36,0.001059325,-0.9490
HTR1B,-0.07435772,-1.1074
FBXO34,0.0031563,0.3140
FBXO32,-0.0365914,0.7773
BMX,-0.013226656,-0.9530
FBXO33,0.021307204,-0.0384
FBXO30,-0.100381462,-0.3511
FBXO31,-0.105498671,0.2546
FAM90A1,-0.048454089,-1.0638
DRAP1,-0.228648838,1.7077
VNN3P,-0.122250991,-1.1074
MNAT1,-0.007838219,0.7773
SLC49A4,0.029691191,0.4090
SLC49A3,-0.182157164,-0.7906
KCNK5,0.090561563,-0.8777
BCAR3,-0.104037773,0.5555
PIWIL2,-0.071781205,-0.8777
PIWIL1,0.024397277,-1.1074
KCNK6,-0.022970696,-0.9371
ALAS2,-0.001693294,-1.0242
PIWIL4,-0.348169186,-1.0520
KCNK7,-0.228648838,-0.8896
ALAS1,0.081351249,1.5177
PIWIL3,0.044869725,-1.1074
ONECUT2,-0.10202629,-1.0282
KCNK9,-0.042771546,-0.9926
