HGNC_Symbol,log2R_CNA,Z_Score
SNORD121B,2,-0.0134
HTR4,3,-0.0138
SNORD121A,2,-0.0134
HTR6,3,-0.0137
HTR7,2,-0.0131
RNU6-654P,2,-0.0138
RN7SL563P,4,-0.0073
ARL14EPP1,4,-0.0131
EXOC3-AS1,3,-0.0013
DHDH,3,-0.0137
AL356495.1,2,-0.0138
RNU6-653P,2,-0.0135
COL13A1,2,-0.0136
AC077690.1,2,-0.0138
BNC2-AS1,2,-0.0067
SNORA63B,4,-0.0138
SNORA63C,3,-0.0123
RNU6-656P,2,-0.0138
SNORA63D,4,0.0081
RN7SL561P,6,-0.0138
SNORA63E,4,-0.0138
DHFR,3,0.0092
AC097499.2,3,-0.0138
AC007066.1,2,-0.0131
DCLRE1CP1,2,-0.0138
AC007066.2,2,-0.0132
AC097499.1,3,-0.0138
RNU6-655P,2,-0.0138
RN7SL560P,2,-0.0138
AL390037.1,6,-0.0134
RNU6-650P,4,-0.0138
MYBPC3,2,-0.0138
MYBPC1,3,-0.0138
MYBPC2,3,-0.0138
AL158032.2,2,-0.0138
AL158032.1,2,-0.0138
AC091965.1,3,-0.0136
TMEFF1,2,-0.0137
TMEFF2,3,-0.0138
TRDD2,3,-0.0138
AC091965.2,3,-0.0136
AC091965.3,3,-0.0138
TRDD3,3,-0.0138
TRDD1,3,-0.0138
AC091965.4,3,-0.0137
AC091965.5,3,-0.0136
VCAN-AS1,3,-0.0138
RPS7P11,3,-0.0116
RPS7P12,2,-0.0137
AL353613.1,2,-0.0137
RPS7P10,2,-0.0115
AL080315.1,2,-0.0138
AC064836.1,3,-0.0138
AC064836.2,3,-0.0106
AC064836.3,3,-0.0129
BORCS7-ASMT,2,-0.0138
RPS7P15,2,-0.0131
RPS7P13,2,-0.0138
AL024509.1,4,-0.0138
RPS7P14,2,-0.0133
RNU6-652P,2,-0.0117
AL024509.2,4,-0.0138
MBD3,3,0.0007
MBD4,4,0.0201
MBD5,3,-0.0122
MBD6,3,-0.0098
MBD1,2,0.0012
MBD2,2,-0.0015
AC006237.1,3,-0.0138
RNU6-651P,3,-0.0138
AC006967.1,4,-0.0138
AC006967.2,4,-0.0137
AC006967.3,4,-0.0137
RNF14P1,3,-0.0131
RNF14P2,2,-0.0138
FBXO27,3,-0.0130
FBXO28,4,0.0256
FBXO25,2,-0.0089
FBXO24,4,-0.0135
MCHR2-AS1,2,-0.0138
FBXO21,3,0.0028
AC236972.3,2,-0.0138
AC104257.1,4,-0.0138
FBXO22,4,0.0068
AC236972.4,2,-0.0138
AC236972.1,2,-0.0138
AC236972.2,2,-0.0138
CLDN7P1,2,-0.0138
IGHD2OR15-2B,4,-0.0138
MYBPHL,3,-0.0136
IGHD2OR15-2A,4,-0.0138
RNF14P3,4,-0.0131
RNF14P4,4,-0.0137
AC011530.1,3,-0.0138
AC044839.2,2,-0.0138
AC073592.10,3,-0.0138
AC044839.3,2,-0.0136
FBXO16,2,-0.0098
AC044839.1,2,-0.0138
FBXO17,3,-0.0086
FBXO15,2,-0.0135
FBXO10,2,-0.0119
FBXO11,4,-0.0002
AC092794.1,3,-0.0131
MINPP1,2,0.0149
AC092794.2,3,-0.0137
Z97192.1,5,-0.0138
Z97192.2,5,-0.0138
Z97192.3,5,-0.0138
FBXO47,3,-0.0136
FBXO48,4,-0.0116
FBXO45,4,0.0038
FBXO46,3,-0.0071
FBXO43,4,-0.0125
Z97192.4,NA,-0.0138
FBXO44,3,0.0068
FBXO41,4,-0.0084
FBXO42,3,-0.0056
GRAMD4P3,3,-0.0138
GRAMD4P4,3,-0.0138
FBXO40,4,-0.0138
GRAMD4P1,3,-0.0138
GRAMD4P2,5,-0.0138
GRAMD4P7,2,-0.0138
GRAMD4P8,3,-0.0138
GRAMD4P5,4,-0.0138
GRAMD4P6,4,-0.0138
MBIP,2,-0.0071
AC040963.1,2,-0.0137
Z73965.1,2,-0.0132
AC007160.1,2,-0.0137
HTR1E,2,-0.0138
AC073636.1,3,-0.0130
AC138832.1,3,-0.0128
HTR1F,4,-0.0129
FBXO38,3,-0.0002
FBXO39,3,-0.0138
HTR1D,3,-0.0138
FBXO36,3,-0.0127
HTR1A,3,-0.0138
HTR1B,2,-0.0138
FBXO34,2,-0.0006
FBXO32,4,0.0870
FBXO33,2,-0.0017
FBXO30,2,-0.0073
FBXO31,2,-0.0054
FAM90A1,3,-0.0138
AC107613.1,2,-0.0138
AGAP1-IT1,3,-0.0124
HTR2B,3,-0.0126
HTR2C,2,-0.0138
AC007066.3,2,-0.0137
HTR2A,2,-0.0138
HCFC1-AS1,2,-0.0123
AC005888.1,3,-0.0138
AL160006.1,3,-0.0108
MBL2,2,-0.0113
AP003484.1,2,-0.0138
HTR3E,4,-0.0138
VPS13C,4,0.0132
