HGNC_Symbol,log2R_CNA,Z_Score
SNORD121B,2,-0.0188
HTR4,2,-0.0188
SNORD121A,2,-0.0165
HTR6,2,-0.0185
HTR7,1,-0.0183
RNU6-654P,1,-0.0188
RN7SL563P,2,-0.0186
ARL14EPP1,2,-0.0184
EXOC3-AS1,2,-0.0086
DHDH,2,-0.0185
AL356495.1,1,-0.0187
RNU6-653P,1,-0.0188
COL13A1,1,-0.0187
AC077690.1,2,-0.0188
BNC2-AS1,2,-0.0050
SNORA63B,2,-0.0188
RNU6-656P,2,-0.0188
SNORA63C,2,-0.0127
SNORA63D,2,-0.0098
RN7SL561P,2,-0.0188
SNORA63E,2,-0.0188
DHFR,2,0.0380
AC097499.2,1,-0.0188
AC007066.1,2,-0.0165
DCLRE1CP1,1,-0.0186
AC007066.2,2,-0.0171
AC097499.1,1,-0.0188
RNU6-655P,1,-0.0188
RN7SL560P,2,-0.0188
AL390037.1,2,-0.0187
RNU6-650P,3,-0.0184
MYBPC3,2,-0.0186
MYBPC1,2,0.0625
MYBPC2,2,-0.0187
AL158032.2,2,-0.0188
AL158032.1,2,-0.0188
TMEFF1,2,-0.0187
AC091965.1,2,-0.0186
TMEFF2,1,-0.0186
AC091965.2,2,-0.0188
TRDD2,2,-0.0188
AC091965.3,2,-0.0188
TRDD3,2,-0.0188
TRDD1,2,-0.0188
AC091965.4,2,-0.0185
AC091965.5,2,-0.0156
VCAN-AS1,2,-0.0187
RPS7P11,1,-0.0135
RPS7P12,2,-0.0188
AL353613.1,2,-0.0188
RPS7P10,2,-0.0129
AL080315.1,1,-0.0188
AC064836.1,1,-0.0188
AC064836.2,1,-0.0161
AC064836.3,1,-0.0174
BORCS7-ASMT,1,-0.0188
RPS7P15,2,-0.0182
AL024509.1,2,-0.0188
RPS7P13,1,-0.0188
RPS7P14,1,-0.0185
RNU6-652P,2,-0.0162
AL024509.2,2,-0.0188
MBD3,1,0.0034
MBD4,2,0.0648
MBD5,1,-0.0171
MBD6,2,-0.0132
MBD1,1,0.0106
MBD2,1,0.0226
AC006237.1,1,-0.0188
RNU6-651P,1,-0.0188
AC006967.1,3,-0.0188
AC006967.2,3,-0.0188
AC006967.3,3,-0.0188
RNF14P1,1,-0.0187
RNF14P2,2,-0.0188
FBXO27,2,-0.0143
FBXO28,2,0.0326
FBXO25,2,-0.0077
FBXO24,2,-0.0184
FBXO21,2,0.0226
AC236972.3,2,-0.0188
MCHR2-AS1,1,-0.0187
AC104257.1,2,-0.0188
AC236972.4,2,-0.0188
FBXO22,2,0.0013
AC236972.1,2,-0.0188
AC236972.2,2,-0.0188
CLDN7P1,1,-0.0188
MYBPHL,2,-0.0182
IGHD2OR15-2B,1,-0.0188
IGHD2OR15-2A,1,-0.0188
RNF14P3,2,-0.0182
RNF14P4,3,-0.0187
AC011530.1,2,-0.0188
AC044839.2,2,-0.0188
AC073592.10,2,-0.0188
AC044839.3,2,-0.0179
FBXO16,2,-0.0181
FBXO17,2,-0.0080
AC044839.1,2,-0.0188
FBXO15,1,-0.0187
FBXO10,2,-0.0162
FBXO11,2,0.0053
AC092794.1,2,-0.0178
MINPP1,1,0.0020
AC092794.2,2,-0.0185
Z97192.1,1,-0.0183
Z97192.2,1,-0.0183
Z97192.3,1,-0.0181
FBXO47,1,-0.0188
FBXO48,2,-0.0168
FBXO45,2,0.0118
FBXO46,2,0.0170
FBXO43,2,-0.0162
Z97192.4,NA,-0.0187
FBXO44,2,-0.0116
FBXO41,2,-0.0175
FBXO42,2,0.0078
GRAMD4P3,2,-0.0188
GRAMD4P4,2,-0.0188
FBXO40,2,-0.0186
GRAMD4P1,1,-0.0188
GRAMD4P2,1,-0.0188
GRAMD4P7,1,-0.0188
GRAMD4P8,1,-0.0188
GRAMD4P5,1,-0.0188
GRAMD4P6,1,-0.0188
MBIP,2,0.0151
AC040963.1,1,-0.0188
AC007160.1,1,-0.0182
Z73965.1,1,-0.0184
HTR1E,1,-0.0188
AC073636.1,1,-0.0188
AC138832.1,2,-0.0175
HTR1F,2,-0.0188
FBXO38,2,0.0160
HTR1D,2,-0.0186
FBXO39,1,-0.0188
HTR1A,2,-0.0188
FBXO36,1,-0.0180
HTR1B,1,-0.0185
FBXO34,1,0.0041
FBXO32,2,0.0385
FBXO33,1,-0.0032
FBXO30,1,-0.0040
FBXO31,2,0.0119
FAM90A1,2,-0.0185
AC107613.1,1,-0.0188
AGAP1-IT1,1,-0.0174
HTR2B,1,-0.0180
